Symbol,InstrumentToken,Name,BSE_TOKEN,NSE_TOKEN,Segment,InstrumentType
91TB061125,206105604,91TB061125,805100,,BSE,EQ
182TB05226,206105860,182TB05226,805101,,BSE,EQ
364TB06826,206106116,364TB06826,805102,,BSE,EQ
91TB131125,206106372,91TB131125,805103,,BSE,EQ
182TB12226,206106628,182TB12226,805104,,BSE,EQ
364TB13826,206106884,364TB13826,805105,,BSE,EQ
91TB201125,206107140,91TB201125,805106,,BSE,EQ
182TB19226,206107396,182TB19226,805107,,BSE,EQ
364TB20826,206107652,364TB20826,805108,,BSE,EQ
91TB281125,206107908,91TB281125,805109,,BSE,EQ
182TB27226,206108164,182TB27226,805110,,BSE,EQ
364TB28826,206108420,364TB28826,805111,,BSE,EQ
91TB041225,206108676,91TB041225,805112,,BSE,EQ
182TB50326,206108932,182TB50326,805113,,BSE,EQ
364TB30926,206109188,364TB30926,805114,,BSE,EQ
91TB111225,206109444,91TB111225,805115,,BSE,EQ
182TB12326,206109700,182TB12326,805116,,BSE,EQ
364TB10926,206109956,364TB10926,805117,,BSE,EQ
91TB181225,206110212,91TB181225,805118,,BSE,EQ
182TB19326,206110468,182TB19326,805119,,BSE,EQ
364TB17926,206110724,364TB17926,805120,,BSE,EQ
91TB251225,206110980,91TB251225,805121,,BSE,EQ
182TB26326,206111236,182TB26326,805122,,BSE,EQ
364TB24926,206111492,364TB24926,805123,,BSE,EQ
91TB020126,206111748,91TB020126,805124,,BSE,EQ
182TB30426,206112004,182TB30426,805125,,BSE,EQ
364TB21026,206112260,364TB21026,805126,,BSE,EQ
91TB080126,206112516,91TB080126,805127,,BSE,EQ
182TB90426,206112772,182TB90426,805128,,BSE,EQ
364TB81026,206113028,364TB81026,805129,,BSE,EQ
91TB150126,206113284,91TB150126,805130,,BSE,EQ
182TB16426,206113540,182TB16426,805131,,BSE,EQ
364T151026,206113796,364T151026,805132,,BSE,EQ
91TB220126,206114052,91TB220126,805133,,BSE,EQ
182TB23426,206114308,182TB23426,805134,,BSE,EQ
364T221026,206114564,364T221026,805135,,BSE,EQ
775GUJ2028,207506948,775GUJ2028,810574,,BSE,EQ
771GUJ2027,207507204,771GUJ2027,810575,,BSE,EQ
835GUJ2028,207507460,835GUJ2028,810576,,BSE,EQ
780GUJ2027,207507716,780GUJ2027,810577,,BSE,EQ
823GUJ2028,207507972,823GUJ2028,810578,,BSE,EQ
805GUJ2028,207508228,805GUJ2028,810579,,BSE,EQ
807RJ2026,207508484,807RJ2026,810580,,BSE,EQ
828RJ2028,207508740,828RJ2028,810581,,BSE,EQ
827GUJ2026,207508996,827GUJ2026,810582,,BSE,EQ
775GUJ2027,207509252,775GUJ2027,810583,,BSE,EQ
816GUJ2028,207509764,816GUJ2028,810585,,BSE,EQ
815GUJ2025,207510020,815GUJ2025,810586,,BSE,EQ
798GUJ2026,207510276,798GUJ2026,810587,,BSE,EQ
805TN2028,207510532,805TN2028,810588,,BSE,EQ
773RJ2027,207511044,773RJ2027,810590,,BSE,EQ
798GJSDL26,207511556,798GJSDL26,810592,,BSE,EQ
815TN2028,207512068,815TN2028,810594,,BSE,EQ
829AP2026,207512324,829AP2026,810595,,BSE,EQ
795GJSDL28,207512580,795GJSDL28,810596,,BSE,EQ
853RJSDL28,207512836,853RJSDL28,810597,,BSE,EQ
870GJSDL28,207513092,870GJSDL28,810598,,BSE,EQ
861GJSDL28,207513348,861GJSDL28,810599,,BSE,EQ
858GJSDL28,207513604,858GJSDL28,810600,,BSE,EQ
850GJSDL28,207513860,850GJSDL28,810601,,BSE,EQ
825GJSDL29,207514116,825GJSDL29,810602,,BSE,EQ
826MHSDL29,207514372,826MHSDL29,810603,,BSE,EQ
808MHSDL28,207515396,808MHSDL28,810607,,BSE,EQ
827GUJ2029,207515652,827GUJ2029,810608,,BSE,EQ
830GJSDL202,207515908,830GJSDL2029,810609,,BSE,EQ
828GUJ2029,207516164,828GUJ2029,810610,,BSE,EQ
828GUJ2029A,207516420,828GUJ2029A,810611,,BSE,EQ
838GJSDL29,207516676,838GJSDL29,810612,,BSE,EQ
835GJSDL29,207516932,835GJSDL29,810613,,BSE,EQ
844RSDL29,207517188,844RSDL29,810614,,BSE,EQ
831KSDL29,207517444,831KSDL29,810615,,BSE,EQ
84RAJ2029,207517700,84RAJ2029,810616,,BSE,EQ
83GUJ2029,207517956,83GUJ2029,810617,,BSE,EQ
818TN2028,207518212,818TN2028,810618,,BSE,EQ
814GJ2029,207518468,814GJ2029,810619,,BSE,EQ
815MH2030,207518724,815MH2030,810620,,BSE,EQ
817GJ2029,207518980,817GJ2029,810621,,BSE,EQ
814GJSDL29,207519236,814GJSDL29,810622,,BSE,EQ
751APSDL37,207519492,751APSDL37,810623,,BSE,EQ
731GUJ2029,207519748,731GUJ2029,810624,,BSE,EQ
765TNSDL27,207520260,765TNSDL27,810626,,BSE,EQ
808GUJSDL28,207520516,808GUJSDL28,810627,,BSE,EQ
724MHSDL29,207520772,724MHSDL29,810628,,BSE,EQ
717MHSDL,207521028,717MHSDL29,810629,,BSE,EQ
723KA28,207521284,721KADSL28,810630,,BSE,EQ
717KA29,207521540,717KASDL29,810631,,BSE,EQ
714MH29,207521796,714MHSDL29,810632,,BSE,EQ
773GJ29,207522052,773GJSDL29,810633,,BSE,EQ
783MH30,207522308,783MHSDL30,810634,,BSE,EQ
76MH30,207522564,76MHSDL30,810635,,BSE,EQ
694TN50,207522820,694TNSDL50,810636,,BSE,EQ
686UP30,207523076,686UPSDL30,810637,,BSE,EQ
671RJ30,207523332,671RAJ2030,810638,,BSE,EQ
669MP30,207523588,669MADH2030,810639,,BSE,EQ
669UP30,207523844,669UP2030,810640,,BSE,EQ
775TN30,207524100,775TN2030,810641,,BSE,EQ
673TN30,207524356,673TAMSDL30,810642,,BSE,EQ
672PN30,207524612,672PUNSDL30,810643,,BSE,EQ
678RJ30,207524868,678RAJSDL30,810644,,BSE,EQ
654MH30,207525124,654MAHSDL30,810645,,BSE,EQ
72KARSDL29,207525380,72KARSDL29,810646,,BSE,EQ
657MH31,207525636,657MAHSDL31,810647,,BSE,EQ
654RJ30,207525892,654RAJSDL30,810648,,BSE,EQ
669TN50,207526148,669TNSDL50,810649,,BSE,EQ
670RJ50,207526404,67RJSDL2050,810650,,BSE,EQ
659RJ30,207526660,659RJSDL30,810651,,BSE,EQ
66TN29,207526916,66TNSDL29,810652,,BSE,EQ
654GJ30,207527172,654GJSDL2030,810653,,BSE,EQ
644GJ29,207527428,644GUJSDL29,810654,,BSE,EQ
656AP31,207527684,656ADRSDL31,810655,,BSE,EQ
633TN30,207527940,633TNSDL30,810656,,BSE,EQ
64KA31,207528196,64KARSDL31,810657,,BSE,EQ
739MAHSDL30,207528452,739MAHSDL30,810658,,BSE,EQ
649MH31,207528708,649MAHSDL31,810659,,BSE,EQ
649KA31,207528964,649KARSDL31,810660,,BSE,EQ
664KA32,207529220,664KARSDL32,810661,,BSE,EQ
65KA30,207529476,65KARSDL30,810662,,BSE,EQ
665GJ30,207529732,665GUJSDL30,810663,,BSE,EQ
663KA30,207529988,663KARSDL30,810664,,BSE,EQ
645GJ30,207530244,645GUJSDL30,810665,,BSE,EQ
711TNSDL29,207530500,711TNSDL29,810666,,BSE,EQ
667MH31,207530756,667MAHSDL31,810667,,BSE,EQ
675KA33,207531012,675KARSDL33,810668,,BSE,EQ
663GJ29,207531268,663GUJSDL29,810669,,BSE,EQ
67GJ30,207531524,67GUJSDL30,810670,,BSE,EQ
678KA32,207531780,678KARSDL32,810671,,BSE,EQ
71MH32,207532036,71MAHSDL32,810672,,BSE,EQ
683GJ30,207532292,683GUJSDL30,810673,,BSE,EQ
697KA31,207532548,697KARSDL31,810674,,BSE,EQ
684GJ30,207532804,684GUJSDL30,810675,,BSE,EQ
705MH32,207533060,705MAHSDL32,810676,,BSE,EQ
675KA33A,207533316,675KASDL33,810677,,BSE,EQ
662KA32,207533572,662KASDL32,810678,,BSE,EQ
64GJ30A,207533828,64GUJSDL30,810679,,BSE,EQ
65GJ30,207534084,65GUJSDL30,810680,,BSE,EQ
675KA34,207534340,675KARSDL34,810681,,BSE,EQ
653KA30,207534596,653KARSDL30,810682,,BSE,EQ
669KA37,207534852,669KARSDL37,810683,,BSE,EQ
654KA30,207535108,654KARSDL30,810684,,BSE,EQ
668KA36,207535364,668KARSDL36,810685,,BSE,EQ
652KA30,207535620,652KARSDL30,810686,,BSE,EQ
665KA35,207535876,665KARSDL35,810687,,BSE,EQ
663KA34,207536132,663KARSDL34,810688,,BSE,EQ
662KA32A,207536388,662KARSDL32,810689,,BSE,EQ
653TN31,207536644,653TNSDL31,810690,,BSE,EQ
661MP37,207536900,661MPSDL37,810691,,BSE,EQ
703RJSDL36,207537156,703RJSDL36,810692,,BSE,EQ
697RJ51A,207537412,697RJSDL51,810693,,BSE,EQ
695TN31,207537668,695TNSDL31,810694,,BSE,EQ
695RJ31,207537924,695RJSDL31,810695,,BSE,EQ
707GJ31,207538180,707GUJSDL31,810696,,BSE,EQ
708MH31,207538436,708MAHSDL31,810697,,BSE,EQ
735KA40,207538692,735KARSDL40,810698,,BSE,EQ
657TN31,207538948,657TAMSDL31,810699,,BSE,EQ
722KA38A,207539204,722KARSDL38,810700,,BSE,EQ
724RJ36,207539460,724RAJSDL36,810701,,BSE,EQ
729KA36,207539716,729KARSDL36,810702,,BSE,EQ
724KA37,207539972,724KASDL37,810703,,BSE,EQ
729KA39,207540228,729KASDL39,810704,,BSE,EQ
708GJ31,207540484,708GJSDL31,810705,,BSE,EQ
724KA38,207540996,724KASDL38,810707,,BSE,EQ
711GJ31,207541252,711GUJSDL31,810708,,BSE,EQ
719KA40,207541764,719KARSDL40,810710,,BSE,EQ
812MHSDL25,207543300,812MHSDL25,810716,,BSE,EQ
76GJSDL26,207543556,76GJSDL26,810717,,BSE,EQ
705RJ31,207543812,705RAJSDL31,810718,,BSE,EQ
684GJ31,207544068,684GUJSDL31,810719,,BSE,EQ
686PN33,207544324,686PUNSDL33,810720,,BSE,EQ
678RJ31,207544580,678RAJSDL31,810721,,BSE,EQ
682RJ31,207544836,682RAJSDL31,810722,,BSE,EQ
687MH33,207545092,687MAHSDL33,810723,,BSE,EQ
693GJ31,207545348,693GUJSDL31,810724,,BSE,EQ
688MH33,207545604,688MAHSDL33,810725,,BSE,EQ
687MH33A,207545860,687MAHSD33,810726,,BSE,EQ
696TN56,207546116,696TAMSDL56,810727,,BSE,EQ
683MH32A,207546372,683MAHSDL32,810728,,BSE,EQ
697TN46,207546628,697TAMSDL46,810729,,BSE,EQ
686MH32,207546884,686MAHSDL32,810730,,BSE,EQ
703TN51,207547140,703TAMSDL51,810731,,BSE,EQ
684RJ31,207547396,684RAJSDL31,810732,,BSE,EQ
705TS41,207547652,705TELSDL41,810733,,BSE,EQ
672GJ30,207547908,672GUJSDL30,810734,,BSE,EQ
68RJ31,207548164,68RAJSDL31,810735,,BSE,EQ
707RJ46,207548420,707RAJSDL46,810736,,BSE,EQ
663TN55,207548676,663TMLSDL55,810737,,BSE,EQ
675GJ31,207548932,675GUJSDL31,810738,,BSE,EQ
683MH32B,207549188,683MAHSD32,810739,,BSE,EQ
68MH31,207549444,68MAHSDL31,810740,,BSE,EQ
709KL36,207549700,709KERSDL36,810741,,BSE,EQ
689MH32,207549956,689MAHSDL32,810742,,BSE,EQ
683MH31,207550212,683MAHSDL31,810743,,BSE,EQ
704RJ36,207550468,704RAJSDL36,810744,,BSE,EQ
706KL41,207550724,706KERSDL41,810745,,BSE,EQ
695MH32,207550980,695MAHSDL32,810746,,BSE,EQ
713RJ41,207551236,713RAJSDL41,810747,,BSE,EQ
701MH32,207551492,701MHSDL32,810748,,BSE,EQ
715AP37,207551748,715APSDL37,810749,,BSE,EQ
695GJ31,207552004,695GUJSDL31,810750,,BSE,EQ
695MH31,207552260,695MAHSDL31,810751,,BSE,EQ
712AP35,207552516,712APSDL35,810752,,BSE,EQ
714AP36,207552772,714APSDL36,810753,,BSE,EQ
678MH31,207553028,678MAHSDL31,810754,,BSE,EQ
697TN31,207553284,697TAMIL31,810755,,BSE,EQ
724TN51,207553540,724TAMIL51,810756,,BSE,EQ
697TN31A,207553796,697TAMSDL31,810757,,BSE,EQ
71MH36,207554052,710MAHSDL36,810758,,BSE,EQ
698TN31A,207554308,698TAMSDL31,810759,,BSE,EQ
714AP41,207554564,714APSDL41,810760,,BSE,EQ
698GJ31,207554820,698GUJSDL31,810761,,BSE,EQ
624MH26,207555076,624MAHSDL26,810762,,BSE,EQ
70TN31,207555332,7TAMSDL31,810763,,BSE,EQ
643MH27,207555588,643MAHSDL27,810764,,BSE,EQ
697TN31B,207555844,697TAMSD31A,810765,,BSE,EQ
638MH27,207556100,638MAHSDL27,810766,,BSE,EQ
695TN31B,207556356,695TAMSDL31,810767,,BSE,EQ
691RJ31A,207556612,691RAJSDL31,810768,,BSE,EQ
705TS35,207556868,705TELSDL35,810769,,BSE,EQ
687RJ31,207557124,687RAJSDL31,810770,,BSE,EQ
684GJ31A,207557380,684GUJSD31,810771,,BSE,EQ
691MH33,207557636,691MAHSDL33,810772,,BSE,EQ
691MH34,207557892,691MAHSDL34,810773,,BSE,EQ
698AP36,207558148,698APSDL36,810774,,BSE,EQ
686AP35,207558404,686APSDL35,810775,,BSE,EQ
709AP39,207558660,709APSDL39,810776,,BSE,EQ
704AP34,207558916,704APSDL34,810777,,BSE,EQ
693KA32,207559172,693KARSDL32,810778,,BSE,EQ
689GJ31,207559428,689GUJSDL31,810779,,BSE,EQ
601RJ26,207559684,601RAJSDL26,810780,,BSE,EQ
714AP41A,207559940,714APSD41,810781,,BSE,EQ
675GJ29,207560196,675GUJSDL29,810782,,BSE,EQ
703KA32,207560452,703KARSDL32,810783,,BSE,EQ
708KA34A,207560708,708KARSDL34,810784,,BSE,EQ
702AP37,207560964,702APSDL37,810785,,BSE,EQ
696TN51,207561220,696TANSDL51,810786,,BSE,EQ
693GJ31A,207561476,693GJSDL31,810787,,BSE,EQ
634RJ27,207561732,634RJSDL27,810788,,BSE,EQ
708AP35,207561988,708APSDL35,810789,,BSE,EQ
70AP38A,207562244,7APSDL2038,810790,,BSE,EQ
692RJ31,207562500,692RAJSDL31,810791,,BSE,EQ
69KA31,207562756,69KARSDL31,810792,,BSE,EQ
671TN29,207563012,671TNSDL29,810793,,BSE,EQ
699TS43,207563268,699TELSDL43,810794,,BSE,EQ
687KA31,207563524,687KARSDL31,810795,,BSE,EQ
699TN41,207563780,699TNSDL41,810796,,BSE,EQ
692AP41,207564036,692APSDL41,810797,,BSE,EQ
688KA32,207564292,688KARSDL32,810798,,BSE,EQ
666TN29,207564548,666TAMSDL29,810799,,BSE,EQ
689KA33,207564804,689KARSDL33,810800,,BSE,EQ
683TN31A,207565060,683TAMSDL31,810801,,BSE,EQ
702KA33,207565316,702KARSDL33,810802,,BSE,EQ
707TN38,207565572,707TAMSDL38,810803,,BSE,EQ
712KA34,207565828,712KARSDL34,810804,,BSE,EQ
722KA35,207566084,722KASDL35,810805,,BSE,EQ
718KA33,207566340,718KASDL33,810806,,BSE,EQ
731KA35,207566596,731KARSDL35,810807,,BSE,EQ
704TN30,207566852,704TAMSDL30,810808,,BSE,EQ
733KA37,207567108,733KASDL37,810809,,BSE,EQ
735KA36,207567364,735KASDL36,810810,,BSE,EQ
733KA40,207567620,733KASDL40,810811,,BSE,EQ
737KA38,207567876,737KASDL38,810812,,BSE,EQ
724RJ32,207568132,724RAJSDL32,810813,,BSE,EQ
733MP42,207568388,733MPSDL42,810814,,BSE,EQ
732KA34,207568644,732KARSDL34,810815,,BSE,EQ
721RJ32,207568900,721RAJSDL32,810816,,BSE,EQ
744KA35,207569156,744KARSDL35,810817,,BSE,EQ
730KA32,207569412,73KARSDL32,810818,,BSE,EQ
716KA36,207569668,716KARSDL36,810819,,BSE,EQ
706GJ32,207569924,706GUJSDL32,810820,,BSE,EQ
713KA38,207570180,713KARSDL38,810821,,BSE,EQ
709GJ32,207570436,709GUJSDL32,810822,,BSE,EQ
712GJ32,207570692,712GUJSDL32,810823,,BSE,EQ
725GJ32,207570948,725GUJSDL32,810824,,BSE,EQ
748AP38,207571204,748APSDL38,810825,,BSE,EQ
731AP42,207571460,731APSDL42,810826,,BSE,EQ
719TN32,207571716,719TAMSDL32,810827,,BSE,EQ
719TN42,207571972,719TAMSDL42,810828,,BSE,EQ
739TN52,207572228,739TAMSDL52,810829,,BSE,EQ
742KL34,207572484,742KERSDL34,810830,,BSE,EQ
737RJ34,207572740,737RAJSDL34,810831,,BSE,EQ
74TN42,207572996,74TNSDL42,810832,,BSE,EQ
713TN30,207573252,713TNSDL30,810833,,BSE,EQ
729GJ32,207573508,729GUJSDL32,810834,,BSE,EQ
739TN42,207573764,739TNSDL42,810835,,BSE,EQ
74KL37,207574020,740KERSDL37,810836,,BSE,EQ
734AP40,207574276,734APSDL40,810837,,BSE,EQ
718MH30,207574532,718MAHSDL30,810838,,BSE,EQ
752AP38,207574788,752APSDL38,810839,,BSE,EQ
745AP37,207575044,745APSDL37,810840,,BSE,EQ
776AP32,207575300,776APSDL32,810841,,BSE,EQ
778AP41,207575556,778APSDL41,810842,,BSE,EQ
778AP42,207575812,778APSDL42,810843,,BSE,EQ
763MH30,207576068,763MAHSDL30,810844,,BSE,EQ
763AP30,207576324,763APSDL30,810845,,BSE,EQ
771AP32,207576580,771APSDL32,810846,,BSE,EQ
770MH32,207576836,77MAHSDL32,810847,,BSE,EQ
772MH34,207577092,772MAHSDL34,810848,,BSE,EQ
79AP34,207577348,790APSDL34,810849,,BSE,EQ
78GJ32,207577604,780GJSDL32,810850,,BSE,EQ
803AP35,207577860,803APSDL35,810851,,BSE,EQ
786MH30,207578116,786MAHSDL30,810852,,BSE,EQ
789MH32,207578372,789MAHSDL32,810853,,BSE,EQ
799TN42,207578628,799TNSDL42,810854,,BSE,EQ
794TN32,207578884,794TNSDL32,810855,,BSE,EQ
804AP41,207579140,804APSDL41,810856,,BSE,EQ
804AP42,207579396,804APSDL42,810857,,BSE,EQ
784TN52,207579652,784TNSDL52,810858,,BSE,EQ
785AP37,207579908,785APSDL37,810859,,BSE,EQ
769KSDL27,207580164,769KSDL27,810860,,BSE,EQ
782GJ32,207580420,782GJSDL32,810861,,BSE,EQ
765GJ29,207580676,765GJSDL29,810862,,BSE,EQ
795AP40A,207580932,795APSDL40,810863,,BSE,EQ
787TN33,207581188,787TNSDL33,810864,,BSE,EQ
78GJ32A,207581444,78GUJSDL32,810865,,BSE,EQ
795TS35,207581700,795TELSDL35,810866,,BSE,EQ
78TN32A,207581956,78TAMSDL32,810867,,BSE,EQ
777GJ32,207582212,777GUJSDL32,810868,,BSE,EQ
804AP37,207582468,804APSDL37,810869,,BSE,EQ
761GJ32,207582724,761GUJSDL32,810870,,BSE,EQ
764TN32,207582980,764TMN32,810871,,BSE,EQ
782AP42,207583236,782APSDL42,810872,,BSE,EQ
773GJ32,207583492,773GUJSDL32,810873,,BSE,EQ
76TN32,207583748,760TMN32,810874,,BSE,EQ
774AP38,207584004,774APSDL38,810875,,BSE,EQ
785KL35,207584260,785KERSDL35,810876,,BSE,EQ
776KL38,207584516,776KERSDL38,810877,,BSE,EQ
761TN32,207584772,761TNSDL32,810878,,BSE,EQ
77TN42,207585028,770TMSDL42,810879,,BSE,EQ
758AP40,207585284,758APSDL40,810880,,BSE,EQ
758AP42,207585540,758APSDL42,810881,,BSE,EQ
746MP32,207585796,746MPSDL32,810882,,BSE,EQ
746TS48,207586052,746TELSDL48,810883,,BSE,EQ
756TS40,207586308,756TELSDL40,810884,,BSE,EQ
764TN29,207586564,764TNSDL29,810885,,BSE,EQ
749GJ26,207586820,749GUJSDL26,810886,,BSE,EQ
762MH30A,207587076,762MHSDL30,810887,,BSE,EQ
764MH32,207587332,764MHSDL32,810888,,BSE,EQ
769KL40,207587588,769KERSDL40,810889,,BSE,EQ
776MH30,207587844,776MAHSDL30,810890,,BSE,EQ
775GJ32,207588100,775GUJSDL32,810891,,BSE,EQ
77KL47,207588356,77KERSDL47,810892,,BSE,EQ
781GJ32,207588612,781GUJSDL32,810893,,BSE,EQ
781UP34,207588868,781UPSDL34,810894,,BSE,EQ
77MH30,207589124,77MAHSDL30,810895,,BSE,EQ
741GJ26,207589380,741GUJSDL26,810896,,BSE,EQ
762GJ29,207589636,762GUJSDJ29,810897,,BSE,EQ
778MH30,207589892,778MAHSDL30,810898,,BSE,EQ
783TN42,207590404,783TNSDL42,810900,,BSE,EQ
788MP33,207590660,788MPSDL33,810901,,BSE,EQ
78KL45,207590916,78KERSDL45,810902,,BSE,EQ
782RJ32,207591172,782RAJSDL32,810903,,BSE,EQ
757GJ26,207591428,757GUJSDL26,810904,,BSE,EQ
78TN42,207591684,780TNSDL42,810905,,BSE,EQ
767KA32,207591940,767KARSDL32,810906,,BSE,EQ
763TN47,207592196,763TNSDL47,810907,,BSE,EQ
774KA37,207592452,774KARSDL37,810908,,BSE,EQ
766KA42,207592708,766KARSDL42,810909,,BSE,EQ
763KA37,207592964,763KARSDL37,810910,,BSE,EQ
76GJ32,207593220,76GUJSDL32,810911,,BSE,EQ
759KA38,207593476,759KARSDL38,810912,,BSE,EQ
763KA39,207593732,763KARSDL39,810913,,BSE,EQ
768KA34,207593988,768KARSDL34,810914,,BSE,EQ
76KA32,207594244,760KARSDL32,810915,,BSE,EQ
757GJ31,207594500,757GUJSDL31,810916,,BSE,EQ
76KA33,207594756,76KARSDL33,810917,,BSE,EQ
764KL34,207595012,764KERSDL34,810918,,BSE,EQ
757TN33,207595268,757TAMSDL33,810919,,BSE,EQ
762TN43,207595524,762TAMSDL43,810920,,BSE,EQ
763GJ32,207595780,763GUJSDL32,810921,,BSE,EQ
765GJ33,207596036,765GUJSDL33,810922,,BSE,EQ
76GJ35,207596292,760GUJSDL35,810923,,BSE,EQ
768GJ30,207596548,768GUJSDL30,810924,,BSE,EQ
762MP34,207596804,762MPSDL34,810925,,BSE,EQ
766GJ30,207597060,766GUJSDL30,810926,,BSE,EQ
759MP38,207597316,759MP2038,810927,,BSE,EQ
772MH31,207597572,772MAHSDL31,810928,,BSE,EQ
771GJ33,207597828,771GUJSDL33,810929,,BSE,EQ
774MH33,207598084,774MAHSDL33,810930,,BSE,EQ
771GJ34,207598340,771GUJSDL34,810931,,BSE,EQ
77MH31,207598596,770MAHSDL31,810932,,BSE,EQ
772GJ35,207598852,772GUJSDL35,810933,,BSE,EQ
769MH31,207599108,769MAHSDL31,810934,,BSE,EQ
768GJ33,207599364,768GUJSDL33,810935,,BSE,EQ
774MP43,207599620,774MPSDL43,810936,,BSE,EQ
778TS34,207599876,778TLSDL34,810937,,BSE,EQ
772MH32,207600132,772MAH32,810938,,BSE,EQ
773MH32,207600388,773MAHSDL32,810939,,BSE,EQ
749GJ28,207600644,749GUJSDL28,810940,,BSE,EQ
777MP47,207600900,777MPSDL47,810941,,BSE,EQ
771AP33A,207601156,771APSDL33,810942,,BSE,EQ
736MH28,207601412,736MAHSDL28,810943,,BSE,EQ
761TS44,207601668,761TELSDL44,810944,,BSE,EQ
738GJ30,207601924,738GUJSDL30,810945,,BSE,EQ
747AP37,207602180,747APSDL37,810946,,BSE,EQ
739TN33,207602436,739TNSDL33,810947,,BSE,EQ
727GJ31,207602692,727GUJSDL31,810948,,BSE,EQ
72MH28,207602948,72MAHSDL28,810949,,BSE,EQ
729KL49,207603204,729KELSDL49,810950,,BSE,EQ
718GJ28,207603460,718GUJSDL28,810951,,BSE,EQ
735TN33,207603716,735TNSDL33,810952,,BSE,EQ
74MH32,207603972,740MHSDL32,810953,,BSE,EQ
744HR32,207604228,744HRSDL32,810954,,BSE,EQ
736KL38,207604484,736KERSDL38,810955,,BSE,EQ
733MH31,207604740,733MAHSDL31,810956,,BSE,EQ
839RAJSDL26,207604996,839RAJSDL26,810957,,BSE,EQ
732MH32,207605252,732MHSDL32,810958,,BSE,EQ
739TN33B,207605508,739TNSDL33A,810959,,BSE,EQ
743TN43,207605764,743TNSDL43,810960,,BSE,EQ
744TN33B,207606020,744TNSDL33,810961,,BSE,EQ
743TN33,207606276,743TNSDL33,810962,,BSE,EQ
744AP36,207606532,744APSDL36,810963,,BSE,EQ
745GJ31,207606788,745GUJSDL31,810964,,BSE,EQ
746MH33,207607044,746MHSDL33,810965,,BSE,EQ
747MH34,207607300,747MHSDL34,810966,,BSE,EQ
77KA33,207607556,770KARSDL33,810967,,BSE,EQ
771MH33,207607812,771MHSDL33,810968,,BSE,EQ
77MH34,207608068,770MHSDL34,810969,,BSE,EQ
765TN30,207608324,765TNSDL30,810970,,BSE,EQ
77MH33A,207608580,77MAHSDL33,810971,,BSE,EQ
758GJ26,207608836,758GUJSDL26,810972,,BSE,EQ
765GJ29A,207609092,765GUJSDL29,810973,,BSE,EQ
769KA33A,207609348,769KARSDL33,810974,,BSE,EQ
766GJ30A,207609604,766GJSDL30,810975,,BSE,EQ
755GJ31,207609860,755GUJSDL31,810976,,BSE,EQ
767GA33A,207610116,767GOASDL33,810977,,BSE,EQ
74GJ26,207610372,740GUJSDL26,810978,,BSE,EQ
774KA34,207610628,774KARSDL34,810979,,BSE,EQ
764GJ31,207610884,764GUJSDL31,810980,,BSE,EQ
766GJ32,207611140,766GUJSDL32,810981,,BSE,EQ
773MH36,207611396,773MAHSDL36,810982,,BSE,EQ
763GJ33,207611652,763GUJSDL33,810983,,BSE,EQ
763GJ34,207611908,763GUJSDL34,810984,,BSE,EQ
767KA42,207612164,767KARSDL42,810985,,BSE,EQ
76GJ33,207612420,76GUJSDL33,810986,,BSE,EQ
763MH36,207612676,763MAHSDL36,810987,,BSE,EQ
76TN31,207612932,76TAMSDL31,810988,,BSE,EQ
742GJ31,207613188,742GUJSDL31,810989,,BSE,EQ
748MH35,207613444,748MAHSDL35,810990,,BSE,EQ
749MH36,207613700,749MAHSDL36,810991,,BSE,EQ
744TS46,207613956,744TELSDL46,810992,,BSE,EQ
742GJ33,207614212,742GUJSDL33,810993,,BSE,EQ
743MH35,207614468,743MAHSDL35,810994,,BSE,EQ
736KA34,207614724,736KARSDL34,810995,,BSE,EQ
737KA37,207614980,737KARSDL37,810996,,BSE,EQ
737KA38A,207615236,737KARSDL38,810997,,BSE,EQ
736TN54,207615492,736TNSDL54,810998,,BSE,EQ
742MH37,207615748,742MAHSDL37,810999,,BSE,EQ
749TN34,207616004,749TNSDL34,811000,,BSE,EQ
75TN31,207616260,750TNSDL31,811001,,BSE,EQ
75AP32,207616516,750APSDL32,811002,,BSE,EQ
753AP36,207616772,753APSDL36,811003,,BSE,EQ
752RJ34,207617028,752RAJSDL34,811004,,BSE,EQ
747KL50,207617284,747KERSDL50,811005,,BSE,EQ
749TN44,207617540,749TAMSDL44,811006,,BSE,EQ
743TAMSDL34,207617796,743TAMSDL34,811007,,BSE,EQ
743TGNSDL41,207618052,743TGNSDL41,811008,,BSE,EQ
745APSDL33,207618308,745APSDL33,811009,,BSE,EQ
741RJSDL34,207618564,741RJSDL34,811010,,BSE,EQ
737RJSDL39,207618820,737RJSDL39,811011,,BSE,EQ
739TNSDL32,207619076,739TNSDL32,811012,,BSE,EQ
723GJSDL27,207619332,723GJSDL27,811013,,BSE,EQ
727TNSDL54,207619588,727TNSDL54,811014,,BSE,EQ
737APSDL36,207619844,737APSDL36,811015,,BSE,EQ
732RJSDL34,207620100,732RJSDL34,811016,,BSE,EQ
736RJSDL46,207620356,736RJSDL46,811017,,BSE,EQ
731TMSDL54,207620612,731TMSDL54,811018,,BSE,EQ
733APSDL43,207620868,733APSDL43,811019,,BSE,EQ
736RJSDL34,207621124,736RJSDL34,811020,,BSE,EQ
734TMSDL34,207621380,734TMSDL34,811021,,BSE,EQ
